ticker_x,earnings_datetime,event_day,surprise_car_0_1,drift_car_2_21,earnings_count,high_distraction,event_day_dt,ticker_y,date,attention,n_terms_used,attention_ma_8,attention_abn,date_dt,ticker
AVGO,2024-06-12 16:00:00-04:00,2024-06-12,0.1360604584218944,-0.0075298010540489,1,0,2024-06-12,AVGO,2024-06-10,1.4386748849100046,4.0,-0.0008769166292276,1.4395518015392323,2024-06-10,AVGO
AVGO,2024-09-05 16:00:00-04:00,2024-09-05,-0.0926931699748448,0.2031626643306043,1,0,2024-09-05,AVGO,2024-09-02,0.9060989862177492,4.0,0.4863653698628187,0.4197336163549305,2024-09-02,AVGO
AVGO,2024-12-12 16:00:00-05:00,2024-12-12,0.2358129671599459,0.0446999042315369,2,0,2024-12-12,AVGO,2024-12-09,1.723587965616475,4.0,0.2769853696559938,1.4466025959604811,2024-12-09,AVGO
AVGO,2025-03-06 16:00:00-05:00,2025-03-06,0.0352613576678557,-0.1469451086940452,2,0,2025-03-06,AVGO,2025-03-03,1.327927206856191,4.0,0.6451369235805673,0.6827902832756236,2025-03-03,AVGO
AVGO,2025-06-05 16:00:00-04:00,2025-06-05,-0.0598544756796321,0.0640719828323335,1,0,2025-06-05,AVGO,2025-06-02,1.6366011169007373,4.0,0.4001996304687157,1.2364014864320216,2025-06-02,AVGO
AVGO,2025-09-04 16:00:00-04:00,2025-09-04,0.1008619487753166,-0.0170998077273588,1,0,2025-09-04,AVGO,2025-09-01,8.454050636397607,4.0,2.507972056072817,5.94607858032479,2025-09-01,AVGO
BAC,2021-01-19 06:00:00-05:00,2021-01-19,-0.042082963314108,0.0404109927010734,1,0,2021-01-19,BAC,2021-01-18,0.6506556219855189,4.0,,,2021-01-18,BAC
BAC,2021-04-15 12:00:00-04:00,2021-04-15,-0.0320872845078581,0.0815180526236649,2,0,2021-04-15,BAC,2021-04-12,0.8198682815250409,4.0,0.2291332894679956,0.5907349920570453,2021-04-12,BAC
BAC,2021-07-14 06:00:00-04:00,2021-07-14,-0.0239364304983229,0.0605636244486992,1,0,2021-07-14,BAC,2021-07-12,0.4661178965290716,4.0,0.3889181339003111,0.0771997626287605,2021-07-12,BAC
BAC,2021-10-14 06:00:00-04:00,2021-10-14,0.0491458011987991,-0.0344293340042251,2,0,2021-10-14,BAC,2021-10-11,0.2206132167275761,4.0,-0.0860987764929921,0.3067119932205682,2021-10-11,BAC
BAC,2022-01-19 06:00:00-05:00,2022-01-19,0.0104849648644802,0.0295484330648943,3,1,2022-01-19,BAC,2022-01-17,0.5215841385482868,4.0,-0.1144471718992784,0.6360313104475652,2022-01-17,BAC
BAC,2022-04-18 06:00:00-04:00,2022-04-18,0.0360487867139471,-0.0083438299492196,1,0,2022-04-18,BAC,2022-04-18,0.1717546724145543,4.0,-0.0787771629185535,0.2505318353331079,2022-04-18,BAC
BAC,2022-07-18 06:00:00-04:00,2022-07-18,0.0153358307780386,0.0039657781041017,1,0,2022-07-18,BAC,2022-07-18,0.443794153022582,4.0,0.3302576662425235,0.1135364867800585,2022-07-18,BAC
BAC,2022-10-17 06:00:00-04:00,2022-10-17,0.0605987593892315,0.00620538702268,1,0,2022-10-17,BAC,2022-10-17,0.0947169210695712,4.0,-0.3814962863216989,0.4762132073912702,2022-10-17,BAC
BAC,2023-01-13 06:00:00-05:00,2023-01-13,-0.0001527095281039,-0.0051836897748799,3,1,2023-01-13,BAC,2023-01-09,0.0364859804476364,4.0,-0.4647559995263668,0.5012419799740033,2023-01-09,BAC
BAC,2023-04-18 06:00:00-04:00,2023-04-18,-0.0105885198961879,-0.0506725305923646,1,0,2023-04-18,BAC,2023-04-17,0.9018628212530764,4.0,0.6412501792514053,0.260612642001671,2023-04-17,BAC
BAC,2023-07-18 06:00:00-04:00,2023-07-18,0.0615990130633363,-0.0372537634649366,1,0,2023-07-18,BAC,2023-07-17,1.376905093036385,4.0,0.4431288495316819,0.9337762435047032,2023-07-17,BAC
BAC,2023-10-17 06:00:00-04:00,2023-10-17,0.0254893997619317,0.041292993169242,1,0,2023-10-17,BAC,2023-10-16,0.0348984980427023,4.0,-0.3847184424931645,0.4196169405358668,2023-10-16,BAC
BAC,2024-01-12 06:00:00-05:00,2024-01-12,-0.0283111344126553,-0.0188201844514379,3,1,2024-01-12,BAC,2024-01-08,-0.1749840287964262,4.0,-0.4205807324146116,0.2455967036181853,2024-01-08,BAC
BAC,2024-04-16 06:00:00-04:00,2024-04-16,-0.0117254301495396,0.0435533600693805,2,0,2024-04-16,BAC,2024-04-15,0.0036348062163425,4.0,-0.374411659520202,0.3780464657365445,2024-04-15,BAC
BAC,2024-07-16 06:00:00-04:00,2024-07-16,0.0581656764179266,-0.0998475435478603,2,0,2024-07-16,BAC,2024-07-15,0.3316287148094972,4.0,0.1663202360401302,0.1653084787693669,2024-07-15,BAC
BAC,2024-10-15 06:00:00-04:00,2024-10-15,0.0245734553479065,0.0478265317987573,2,0,2024-10-15,BAC,2024-10-14,0.1575636449752521,4.0,-0.3892798957793683,0.5468435407546205,2024-10-14,BAC
BAC,2025-01-16 06:00:00-05:00,2025-01-16,-0.0202417609149524,-0.022504172798408,2,0,2025-01-16,BAC,2025-01-13,0.0517138402820209,4.0,-0.4480494060698998,0.4997632463519208,2025-01-13,BAC
BAC,2025-04-15 06:00:00-04:00,2025-04-15,0.0436525605430114,0.0574938916332353,1,0,2025-04-15,BAC,2025-04-14,0.0196706382083178,4.0,-0.196395299018171,0.2160659372264888,2025-04-14,BAC
BAC,2025-07-16 06:00:00-04:00,2025-07-16,0.0094446590850947,-0.0107653712060821,1,0,2025-07-16,BAC,2025-07-14,0.6538713149961508,4.0,0.2074292959994728,0.4464420189966779,2025-07-14,BAC
BAC,2025-10-15 06:00:00-04:00,2025-10-15,0.010896787415016,0.0305902725238762,1,0,2025-10-15,BAC,2025-10-13,5.071595222784684,4.0,1.7997821766061133,3.271813046178571,2025-10-13,BAC
COST,2021-03-04 16:00:00-05:00,2021-03-04,-0.0264786912151,0.0692239325289976,2,0,2021-03-04,COST,2021-03-01,0.5799483301392809,4.0,-0.2272772187565573,0.8072255488958383,2021-03-01,COST
COST,2021-05-27 16:00:00-04:00,2021-05-27,-0.0212578569496872,0.0268405748484577,1,0,2021-05-27,COST,2021-05-24,-0.4007770020494301,4.0,-0.4298291392872893,0.0290521372378591,2021-05-24,COST
COST,2021-09-23 16:00:00-04:00,2021-09-23,0.0202599182793343,0.010177176058376,1,0,2021-09-23,COST,2021-09-20,-0.3418971373720949,4.0,-0.473832865858375,0.1319357284862801,2021-09-20,COST
COST,2021-12-09 16:00:00-05:00,2021-12-09,0.0522140697113869,-0.0647434681261979,2,0,2021-12-09,COST,2021-12-06,0.1073589266180496,4.0,-0.2014683337408502,0.3088272603588999,2021-12-06,COST
COST,2022-03-03 16:00:00-05:00,2022-03-03,0.0085036497882777,0.0402783978931417,2,0,2022-03-03,COST,2022-02-28,0.1524575616673528,4.0,-0.2377480512823105,0.3902056129496633,2022-02-28,COST
COST,2022-05-26 16:00:00-04:00,2022-05-26,0.0244098146357936,0.0797282470188673,2,0,2022-05-26,COST,2022-05-23,1.062989153923381,4.0,0.0647819283116888,0.998207225611692,2022-05-23,COST
COST,2022-10-05 06:00:00-04:00,2022-10-05,0.0052103162132536,0.0166857467236148,1,0,2022-10-05,COST,2022-10-03,-0.5076484945571662,4.0,-0.3797831006679233,-0.1278653938892429,2022-10-03,COST
COST,2022-12-08 16:00:00-05:00,2022-12-08,0.0018185554446416,0.0014548570921285,2,0,2022-12-08,COST,2022-12-05,-0.0714939750509613,4.0,-0.4195139003530389,0.3480199253020776,2022-12-05,COST
COST,2023-03-02 16:00:00-05:00,2023-03-02,-0.03062420281495,0.0275632147368324,2,0,2023-03-02,COST,2023-02-27,-0.0318941086712123,4.0,-0.3789615137174117,0.3470674050461993,2023-02-27,COST
COST,2023-06-01 06:00:00-04:00,2023-06-01,-0.0219484183473658,0.0141872889760175,2,0,2023-06-01,COST,2023-05-29,-0.5223409620282853,4.0,-0.4499719312854973,-0.072369030742788,2023-05-29,COST
COST,2023-09-26 16:00:00-04:00,2023-09-26,0.023275402319613,-0.0038572754824503,1,0,2023-09-26,COST,2023-09-25,-0.1176283757445416,4.0,-0.5286114762339292,0.4109831004893876,2023-09-25,COST
COST,2023-12-14 16:00:00-05:00,2023-12-14,0.0254134495056599,0.0550964339936222,1,0,2023-12-14,COST,2023-12-11,0.3895170226042753,4.0,-0.4088083390126907,0.7983253616169661,2023-12-11,COST
COST,2024-03-07 16:00:00-05:00,2024-03-07,-0.0643664265196281,-0.0350012959446972,2,0,2024-03-07,COST,2024-03-04,1.6826222672153248,4.0,0.0962792636449454,1.5863430035703794,2024-03-04,COST
COST,2024-06-06 06:00:00-04:00,2024-06-06,0.0147202376756349,0.0052107359007644,1,0,2024-06-06,COST,2024-06-03,-0.2020500891489848,4.0,-0.1102150529540343,-0.0918350361949504,2024-06-03,COST
COST,2024-09-26 16:00:00-04:00,2024-09-26,-0.0277477070566723,-0.0063483250954486,1,0,2024-09-26,COST,2024-09-23,0.9144469580480266,4.0,-0.013103229615304,0.9275501876633306,2024-09-23,COST
COST,2024-12-12 16:00:00-05:00,2024-12-12,-1.114327392229969e-05,-0.0533621475764364,2,0,2024-12-12,COST,2024-12-09,1.0428951531062292,4.0,0.1893883716697959,0.8535067814364332,2024-12-09,COST
COST,2025-03-06 16:00:00-05:00,2025-03-06,-0.0687151504574605,0.0764387869755148,2,0,2025-03-06,COST,2025-03-03,1.084262470272255,4.0,0.5348601316847363,0.5494023385875186,2025-03-03,COST
COST,2025-05-29 16:00:00-04:00,2025-05-29,0.0239957539898584,-0.0984395524482058,1,0,2025-05-29,COST,2025-05-26,0.3756598553333461,4.0,0.3533463553594106,0.0223134999739355,2025-05-26,COST
COST,2025-09-25 16:00:00-04:00,2025-09-25,-0.0321933603420117,-0.0048054901118502,1,0,2025-09-25,COST,2025-09-22,6.570484692676848,4.0,3.566284905944648,3.0041997867322,2025-09-22,COST
GOOGL,2021-02-02 16:00:00-05:00,2021-02-02,0.0716592087005325,0.0020755158746876,3,1,2021-02-02,GOOGL,2021-02-01,0.228327861696241,4.0,,,2021-02-01,GOOGL
GOOGL,2021-04-27 16:00:00-04:00,2021-04-27,0.0220069952184167,0.0064913565706035,2,0,2021-04-27,GOOGL,2021-04-26,-0.1142051559080325,4.0,-0.4553955426848849,0.3411903867768524,2021-04-26,GOOGL
GOOGL,2021-07-27 16:00:00-04:00,2021-07-27,0.0208358526782099,0.0206785372856736,3,1,2021-07-27,GOOGL,2021-07-26,-0.2412638254646931,4.0,-0.5735880375694921,0.3323242121047989,2021-07-26,GOOGL
GOOGL,2021-10-26 16:00:00-04:00,2021-10-26,0.0666685733756838,-0.0329636608395741,2,0,2021-10-26,GOOGL,2021-10-25,-0.0845757263031089,4.0,-0.4629268292008777,0.3783511028977687,2021-10-25,GOOGL
GOOGL,2022-02-01 16:00:00-05:00,2022-02-01,0.0760647081010132,-0.0498242330738182,2,0,2022-02-01,GOOGL,2022-01-31,1.3214151380647792,4.0,-0.2364151233546026,1.5578302614193815,2022-01-31,GOOGL
GOOGL,2022-04-26 16:00:00-04:00,2022-04-26,-0.04650554285638,-0.0253206984999316,2,0,2022-04-26,GOOGL,2022-04-25,0.8123555155987416,4.0,-0.0386446132246639,0.8510001288234056,2022-04-25,GOOGL
GOOGL,2022-07-26 16:00:00-04:00,2022-07-26,0.0392610527056231,-0.0243784437279806,2,0,2022-07-26,GOOGL,2022-07-25,0.5198137190234263,4.0,-0.1741400726816396,0.693953791705066,2022-07-25,GOOGL
GOOGL,2022-10-25 16:00:00-04:00,2022-10-25,-0.0807212880450308,-0.0091602700945345,2,0,2022-10-25,GOOGL,2022-10-24,0.4766117943028672,4.0,-0.285304909475825,0.7619167037786923,2022-10-24,GOOGL
GOOGL,2023-02-02 16:00:00-05:00,2023-02-02,0.0413854983870988,-0.0712948787285077,3,1,2023-02-02,GOOGL,2023-01-30,0.46627234556605,4.0,-0.3950613102415998,0.8613336558076499,2023-01-30,GOOGL
GOOGL,2023-04-25 16:00:00-04:00,2023-04-25,-0.0012444606989096,0.1399835816689252,2,0,2023-04-25,GOOGL,2023-04-24,0.1712585710221026,4.0,-0.3706333584891331,0.5418919295112358,2023-04-24,GOOGL
GOOGL,2023-07-25 16:00:00-04:00,2023-07-25,0.0604810391164467,0.052853216656838,2,0,2023-07-25,GOOGL,2023-07-24,0.1970380904573465,4.0,-0.4541434456304656,0.6511815360878122,2023-07-24,GOOGL
GOOGL,2023-10-24 16:00:00-04:00,2023-10-24,-0.0713582153902269,0.0123972949176763,2,0,2023-10-24,GOOGL,2023-10-23,0.1380963372970993,4.0,-0.4436117728774878,0.5817081101745871,2023-10-23,GOOGL
GOOGL,2024-01-30 16:00:00-05:00,2024-01-30,-0.071266606425919,-0.0608589134756665,2,0,2024-01-30,GOOGL,2024-01-29,0.6094570275949388,4.0,-0.3688294473051339,0.9782864749000728,2024-01-29,GOOGL
GOOGL,2024-04-25 16:00:00-04:00,2024-04-25,0.076899043736502,-0.0220962025825263,2,0,2024-04-25,GOOGL,2024-04-22,0.8182111573170925,4.0,0.0095937947325971,0.8086173625844953,2024-04-22,GOOGL
GOOGL,2024-07-23 16:00:00-04:00,2024-07-23,-0.0254960207256021,-0.0739097066964601,2,0,2024-07-23,GOOGL,2024-07-22,0.5386140565097891,4.0,-0.1708989777994982,0.7095130343092874,2024-07-22,GOOGL
GOOGL,2024-10-29 16:00:00-04:00,2024-10-29,0.0473317948628584,-0.059381507361876,1,0,2024-10-29,GOOGL,2024-10-28,0.9569230167319956,4.0,0.0243204924623272,0.9326025242696684,2024-10-28,GOOGL
GOOGL,2025-02-04 16:00:00-05:00,2025-02-04,-0.0580938010658124,-0.0495082381953368,1,0,2025-02-04,GOOGL,2025-02-03,1.200476324851341,4.0,0.1058409439131622,1.0946353809381788,2025-02-03,GOOGL
GOOGL,2025-04-24 16:00:00-04:00,2025-04-24,0.013849181266203,-0.0064619929709518,2,0,2025-04-24,GOOGL,2025-04-21,0.7762538957350187,4.0,0.2372005210900253,0.5390533746449933,2025-04-21,GOOGL
GOOGL,2025-07-23 16:00:00-04:00,2025-07-23,-0.004441597280916,0.0380605581900356,2,0,2025-07-23,GOOGL,2025-07-21,1.6603785978347376,4.0,0.2570355015221474,1.4033430963125904,2025-07-21,GOOGL
GOOGL,2025-10-29 16:00:00-04:00,2025-10-29,0.0622294890687511,0.1285982854153033,3,1,2025-10-29,GOOGL,2025-10-27,4.652529808488354,4.0,2.7924918478832277,1.8600379606051265,2025-10-27,GOOGL
HD,2021-02-23 06:00:00-05:00,2021-02-23,-0.0706501682281402,0.1334068006888458,1,0,2021-02-23,HD,2021-02-22,0.97040406543003,4.0,0.5781805256151338,0.3922235398148961,2021-02-22,HD
HD,2021-05-18 06:00:00-04:00,2021-05-18,-0.0062111303073878,-0.0580006023292708,1,0,2021-05-18,HD,2021-05-17,0.8719934244989076,4.0,0.5684100753699821,0.3035833491289255,2021-05-17,HD
HD,2021-08-17 06:00:00-04:00,2021-08-17,-0.0226856545656236,0.0325539354498309,1,0,2021-08-17,HD,2021-08-16,0.6620813636003497,4.0,0.309551521431272,0.3525298421690777,2021-08-16,HD
HD,2021-11-16 06:00:00-05:00,2021-11-16,0.0621597055419698,0.0201990392657248,1,0,2021-11-16,HD,2021-11-15,0.9443121809830572,4.0,0.2194053419986607,0.7249068389843965,2021-11-15,HD
