ticker,earnings_datetime,event_day,surprise_car_0_1,drift_car_2_21,earnings_count,high_distraction
NVDA,2023-05-24 16:00:00-04:00,2023-05-24,0.2373931559487974,0.03188201401138169,1,0
NVDA,2023-02-22 16:00:00-05:00,2023-02-22,0.14106564750035877,0.15868038540997703,1,0
NVDA,2022-11-16 16:00:00-05:00,2022-11-16,-0.049318169842950496,0.08867324866921758,1,0
NVDA,2022-08-24 16:00:00-04:00,2022-08-24,0.0251907998414477,-0.21732176434313938,1,0
NVDA,2022-05-25 16:00:00-04:00,2022-05-25,0.07361258184142741,-0.006237142405720705,1,0
NVDA,2022-02-16 16:00:00-05:00,2022-02-16,-0.054746988252509794,0.07276808348213498,1,0
NVDA,2021-11-17 16:00:00-05:00,2021-11-17,0.0503426806191053,-0.0955729639649067,1,0
NVDA,2021-08-18 16:00:00-04:00,2021-08-18,0.0277253057722069,0.09817970558709778,1,0
NVDA,2021-05-26 16:00:00-04:00,2021-05-26,-0.012673645944424501,0.1897274823649479,1,0
NVDA,2021-02-24 16:00:00-05:00,2021-02-24,-0.04385737761100559,-0.07118325307313551,1,0
NVDA,2020-11-18 16:00:00-05:00,2020-11-18,0.0091655771720284,-0.046401124651173804,1,0
NVDA,2020-08-19 16:00:00-04:00,2020-08-19,-0.008714438171365198,0.03655696127297001,1,0
NVDA,2020-05-21 16:00:00-04:00,2020-05-21,0.011896360545195304,0.0032912552917355176,1,0
NVDA,2020-02-13 16:00:00-05:00,2020-02-13,0.0632117697967606,-0.016287486928666085,1,0
PG,2025-10-24 07:00:00-04:00,2025-10-24,-0.0160431909327481,-0.006995184671965811,1,0
PG,2025-07-29 07:00:00-04:00,2025-07-29,-0.0231026147162512,0.007517851408212259,2,0
PG,2025-04-24 07:00:00-04:00,2025-04-24,-0.0563444701609214,-0.020783150411489502,2,0
PG,2025-01-22 07:00:00-05:00,2025-01-22,0.0161535983990959,0.04863338781752849,1,0
PG,2024-10-18 06:00:00-04:00,2024-10-18,-0.01232224257946608,-0.00016122004144079015,1,0
PG,2024-07-30 07:00:00-04:00,2024-07-30,-0.06543285876914151,0.03673624383941515,2,0
PG,2024-04-19 06:00:00-04:00,2024-04-19,0.0200998462180279,-0.01791484714430178,1,0
PG,2024-01-23 06:00:00-05:00,2024-01-23,0.025301313384466798,0.0092887221122471,1,0
PG,2023-10-18 06:00:00-04:00,2023-10-18,0.0422599853046264,-0.0242735409723876,2,0
PG,2023-07-28 06:00:00-04:00,2023-07-28,0.015871327387441,0.016950129284374095,2,0
PG,2023-04-21 06:00:00-04:00,2023-04-21,0.0345777442803339,-0.0619330024236769,1,0
PG,2023-01-19 07:00:00-05:00,2023-01-19,-0.028635885698799997,-0.04931307970337291,1,0
PG,2022-10-19 07:00:00-04:00,2022-10-19,0.011861613910556698,0.02615127484314156,2,0
PG,2022-07-29 06:00:00-04:00,2022-07-29,-0.0446936953203645,0.0109244247584778,2,0
PG,2022-04-20 06:00:00-04:00,2022-04-20,0.0415130385830542,-0.0213938613745239,2,0
PG,2022-01-19 06:00:00-05:00,2022-01-19,0.060475954565655604,0.0071887728755338845,3,1
PG,2021-10-19 07:00:00-04:00,2021-10-19,-0.019534837391988503,0.0130880148540699,1,0
PG,2021-07-30 06:00:00-04:00,2021-07-30,0.0242096942509199,-0.025396348178073,2,0
PG,2021-04-20 07:00:00-04:00,2021-04-20,-0.00032869194856760195,0.01731510029591169,1,0
PG,2021-01-20 07:00:00-05:00,2021-01-20,-0.028234418763413902,-0.04463834455018749,2,0
PG,2020-10-20 07:00:00-04:00,2020-10-20,0.007308032956517801,-0.05806397583527999,1,0
PG,2020-07-30 07:00:00-04:00,2020-07-30,0.0176210075757805,-0.01421183066085574,6,1
PG,2020-04-17 08:00:00-04:00,2020-04-17,-0.015943698116272102,-0.07845740348396966,1,0
PG,2020-01-23 07:00:00-05:00,2020-01-23,0.004375082105840599,0.004369227090242404,1,0
TSLA,2025-10-22 16:00:00-04:00,2025-10-22,0.013870771701653,-0.0882130744088458,1,0
TSLA,2025-07-23 16:00:00-04:00,2025-07-23,-0.0894537174656672,0.04929046825990828,2,0
TSLA,2025-04-22 16:00:00-04:00,2025-04-22,0.058171036892835704,0.215808618570628,1,0
TSLA,2025-01-29 16:00:00-05:00,2025-01-29,0.0052660819932215,-0.27969575775694394,3,1
TSLA,2024-10-23 16:00:00-04:00,2024-10-23,0.2063456298486008,0.2656349905022978,1,0
TSLA,2024-07-23 20:00:00-04:00,2024-07-23,-0.1195115952350088,0.010001699914888596,2,0
TSLA,2024-04-23 16:00:00-04:00,2024-04-23,0.127733630962307,0.07649544848086802,1,0
TSLA,2024-01-24 16:00:00-05:00,2024-01-24,-0.1340487793914779,0.015565537218443087,1,0
TSLA,2023-10-18 16:00:00-04:00,2023-10-18,-0.1186453751017618,0.01482101048194761,2,0
TSLA,2023-07-19 16:00:00-04:00,2023-07-19,-0.1000500376738693,-0.14101368513655776,1,0
TSLA,2023-04-19 16:00:00-04:00,2023-04-19,-0.1120155251381858,0.06918103352427431,1,0
TSLA,2023-01-25 16:00:00-05:00,2023-01-25,0.1020603166644555,0.24536740150656608,1,0
TSLA,2022-10-19 17:00:00-04:00,2022-10-19,-0.0426008160642761,-0.18937600849918507,2,0
TSLA,2022-07-20 17:00:00-04:00,2022-07-20,0.08927167852012549,0.047050329544695076,1,0
TSLA,2022-04-20 16:00:00-04:00,2022-04-20,-0.0015430096475128954,-0.21054664189934297,2,0
TSLA,2022-01-26 16:00:00-05:00,2022-01-26,-0.08739587423915221,-0.024232454950738985,1,0
TSLA,2021-10-20 15:00:00-04:00,2021-10-20,0.027805306205118903,0.1944318155436593,1,0
TSLA,2021-07-26 16:00:00-04:00,2021-07-26,0.0047108188060766,0.0792288507739113,1,0
TSLA,2021-04-26 16:00:00-04:00,2021-04-26,-0.0351338917461652,-0.14644936882946819,1,0
TSLA,2021-01-27 16:00:00-05:00,2021-01-27,-0.03884198227436679,-0.2051671550560869,3,1
TSLA,2020-10-21 18:00:00-04:00,2020-10-21,0.0055195553916872996,0.1348744376530506,1,0
TSLA,2020-07-22 16:00:00-04:00,2020-07-22,-0.028252848034494602,0.2596383866843532,2,0
TSLA,2020-04-29 12:00:00-04:00,2020-04-29,0.0006721329358800009,0.029517424028078207,4,1
TSLA,2020-01-29 16:00:00-05:00,2020-01-29,0.12539754482215928,0.20275644618813263,4,1
UNH,2025-10-28 05:00:00-04:00,2025-10-28,-0.032253737713684304,-0.06062310920728051,1,0
UNH,2025-07-29 05:00:00-04:00,2025-07-29,-0.0516796123717666,0.1267931172612142,2,0
UNH,2025-04-17 05:00:00-04:00,2025-04-17,-0.2647974156805444,-0.41418061680814094,1,0
UNH,2025-01-16 06:00:00-05:00,2025-01-16,-0.0701560040902051,-0.038726199444003406,2,0
UNH,2024-10-15 06:00:00-04:00,2024-10-15,-0.050642035852755,0.03516096439743047,2,0
UNH,2024-07-16 06:00:00-04:00,2024-07-16,0.1175661195877557,0.0352259624364207,2,0
UNH,2024-04-16 05:00:00-04:00,2024-04-16,0.0814780896120043,0.02150211329113332,2,0
UNH,2024-01-12 05:00:00-05:00,2024-01-12,-0.0352147100474114,-0.042358300224737605,3,1
UNH,2023-10-13 05:00:00-04:00,2023-10-13,0.018292629497209598,-0.0015026849919385662,2,0
UNH,2023-07-14 05:00:00-04:00,2023-07-14,0.0777001163489906,0.060642738814757194,2,0
UNH,2023-04-14 05:00:00-04:00,2023-04-14,-0.041169138228236,-0.03439305663166029,2,0
UNH,2023-01-13 05:00:00-05:00,2023-01-13,-0.0235255568529303,-0.019382095552533396,3,1
UNH,2022-10-14 05:00:00-04:00,2022-10-14,0.0204589119809931,-0.09106141515720823,2,0
UNH,2022-07-15 05:00:00-04:00,2022-07-15,0.023933672956112706,-0.068495799838485,1,0
UNH,2022-04-14 05:00:00-04:00,2022-04-14,0.0065973212805438,0.0014192642213937071,1,0
UNH,2022-01-19 05:00:00-05:00,2022-01-19,0.0258086986894281,0.037432207953468195,3,1
UNH,2021-10-14 05:00:00-04:00,2021-10-14,0.035560518426471,0.023732991730867004,2,0
UNH,2021-07-15 05:00:00-04:00,2021-07-15,0.0232290285887185,-0.0566083309373362,1,0
UNH,2021-04-15 05:00:00-04:00,2021-04-15,0.0267615746287715,0.04894071397240392,2,0
UNH,2021-01-20 05:00:00-05:00,2021-01-20,-0.006726263078720301,-0.10348390263317517,2,0
UNH,2020-10-14 05:00:00-04:00,2020-10-14,-0.0129055502598044,0.07745612541843061,2,0
UNH,2020-07-15 05:00:00-04:00,2020-07-15,-0.010188431251093097,-0.002361264857924199,1,0
UNH,2020-04-15 06:00:00-04:00,2020-04-15,0.1172192639756984,-0.04555014189111117,2,0
UNH,2020-01-15 05:00:00-05:00,2020-01-15,0.0323742794168399,-0.022963548479714307,2,0
XOM,2025-10-31 06:00:00-04:00,2025-10-31,-0.0132808619088178,0.025800371863984393,1,0
XOM,2025-08-01 06:00:00-04:00,2025-08-01,-0.037428108972713196,0.06115742188474407,1,0
XOM,2025-05-02 06:00:00-04:00,2025-05-02,-0.0327258588583004,-0.042000688019740794,1,0
XOM,2025-01-31 06:00:00-05:00,2025-01-31,-0.0105216555787283,0.050076505118178294,1,0
XOM,2024-11-01 06:00:00-04:00,2024-11-01,0.0141026961973671,-0.057651668850726305,1,0
XOM,2024-08-02 06:00:00-04:00,2024-08-02,0.029090929446410004,-0.05006923009394412,1,0
XOM,2024-04-26 04:00:00-04:00,2024-04-26,-0.026548823192623604,-0.06999086682705559,1,0
XOM,2024-02-02 06:00:00-05:00,2024-02-02,-0.015107010428341,0.02040064975305459,1,0
XOM,2023-10-27 03:00:00-04:00,2023-10-27,-0.0233486500397466,-0.0994224788366363,1,0
XOM,2023-07-28 06:00:00-04:00,2023-07-28,0.005923116582206001,0.06040228740144821,2,0
XOM,2023-04-28 06:00:00-04:00,2023-04-28,-0.025613102259810103,-0.09770109511159462,1,0
XOM,2023-01-31 06:00:00-05:00,2023-01-31,-0.014703918012674101,0.012265409300997442,1,0
XOM,2022-10-28 06:00:00-04:00,2022-10-28,0.013715027122775102,-0.016948016655994103,1,0
XOM,2022-07-29 06:00:00-04:00,2022-07-29,0.009414850525908899,0.0900873099226455,2,0
XOM,2022-04-29 06:00:00-04:00,2022-04-29,0.022180896911727598,0.1216372160537085,1,0
XOM,2022-02-01 07:00:00-05:00,2022-02-01,0.0450432475072763,0.06474619896500289,2,0
XOM,2021-10-29 07:00:00-04:00,2021-10-29,0.0167314567190543,-0.0664829598164519,1,0
XOM,2021-07-30 07:00:00-04:00,2021-07-30,-0.015950421758064,-0.058407754354867496,2,0
XOM,2021-04-30 07:00:00-04:00,2021-04-30,0.0031739154491240984,0.041253700720391105,1,0
XOM,2021-02-02 07:00:00-05:00,2021-02-02,0.040107698405797296,0.24896084164464757,3,1
XOM,2020-10-30 07:00:00-04:00,2020-10-30,0.0305991986226245,0.061607084315687295,1,0
XOM,2020-07-31 07:00:00-04:00,2020-07-31,-0.005798717748759101,-0.09449337794395524,1,0
XOM,2020-05-01 08:00:00-04:00,2020-05-01,-0.007610233255023399,-0.004533820639897497,1,0
XOM,2020-01-31 07:00:00-05:00,2020-01-31,-0.0528568606300842,-0.0732560681422292,1,0
